365,cbdistributoriautomatici.it,coinhive,coinhive.min.js,NotFound,
366,legacysecuritygroup.com,authedmine,simple-ui.min.js,NotFound,
367,hp-7.info,jsecoin,load.jsecoin.com,NotFound,
368,domkedr.ru,coinhive,coinhive.min.js,NotFound,
369,megaprdel.cz,authedmine,simple-ui.min.js,NotFound,
370,boasnakes.info,jsecoin,load.jsecoin.com,NotFound,
371,funds4indonesian.info,webminepool,wmp-site-key,NotFound,
372,balyan.com.ar,coinhive,coinhive.min.js,NotFound,
373,repasosbachillerato.com,coinimp,_client.start,NotFound,
374,esteticavanita.com,jsecoin,load.jsecoin.com,NotFound,
375,minimalizeme.xyz,jsecoin,load.jsecoin.com,NotFound,
376,osatropicalproperties.com,coinimp,_client.start,NotFound,
377,lsrlibros.com,coinhive,coinhive.min.js,NotFound,
378,escalantesynergyltd.com,coinhive,wp-monero-miner-using-coin-hive,webminerpool,webmr.js
379,newyearball.ru,browsermine,bmst.pw,NotFound,
380,operandimgmt.eu,webminepool,WMP.User,NotFound,
381,tomedi.org,coinimp,_client.start,NotFound,
382,borissevastyanov.in.ua,coinhive,coinhive.min.js,NotFound,
383,boomerangroom.com,coinimp,_client.start,NotFound,
384,drbidari.com,coinhive,coinhive.min.js,NotFound,
385,mcaopertech.com,coinhive,coinhive.min.js,NotFound,
386,filesfort.blogspot.com,coinhive,coinhive.min.js,NotFound,
387,klausveen.com,coinhive,coinhive.min.js,NotFound,
388,gruessdichmeiguder.de,coinhive,coinhive.min.js,NotFound,
389,premierconsultants.co.in,coinimp,_client.start,NotFound,
390,gundaymarble.com,coinimp,_client.start,NotFound,
391,lafleuriss.com,cryptloot,CRLT.Anonymous,NotFound,
392,mastergaobeer.com,coinhive,coinhive.min.js,NotFound,
393,podcastprofessors.com,coinhive,coinhive.min.js,NotFound,
394,finoffi.sk,deepminer,deepMiner.Anonymous,NotFound,
395,njhungry.com,coinhive,coinhive.min.js,NotFound,
396,tinphuocexpress.com,coinhive,coinhive.min.js,NotFound,
397,motivateyourself.pl,coinhive,coinhive.min.js,NotFound,
