0,b6cd59f6db5d8795b9859ad86cd555f508f52af4a030407ba5296f3790d2bc41
1,0f45b1e2c1a0ba10e16dd89a2c4aa5508bc487b9e297f3d5cfb7184ee3c5ad06
2,2b145c288af0d10286e2df70481d8b9caf866a4a3a6666e3ca835a144d7f4dd5
3,7541e8b6b9d250551bdcb741e315b1a4147da1f959d4ac7078f1a6213a54d2c8
4,1ee7b6a350c1c994d2fc97a8758f8ac87d2601642ba844816a3a79b23e4fe643
5,8e345d98cc1a9e9005dd053d745d7f6290a6e127b2d10e782d77b4ecf62449cd
6,e5e6e76fd23876a650fa64f58cbdf4b9fc9a98dcd879f744c078f93ab158c7aa
7,77c7f43e760baaf92b2265de5c62a26e558936dc2e644c02135c38a66900b1e7
8,2d6f18c3e3b26f95c5f080f3947e1b542ab5ea9fc40adbc596c9bb401c55db12
9,059e03642f4590e2aa5955cae293b969dbaba3a789774a97b30a1e0c542b886a
10,f80f2db27dbbcecd177dc50ba680827d6476653582cfc89490cd0b1f1236f287
11,a66bef77dcb29710504694907916a8e2a8fc39745a0e2f2313d26cb2600612b2
12,a740ffc38ea46b257f563c628194e7dcb76e351d1da7cb937a9cc903a764431a
13,43593c506c90e2d7e10ef09c036a4c1a253826bfc2ce546e2c626aaf78be2599
14,3026b5a76f3636deec0cdffe0d845e3a00540a95fda6f31fe556df8e0a1e3833
15,15b35029ce5d9f7ee1221bc424326279577b6a4fee795341a5b4fa09de169bd4
16,1ae9c81d066242e27472d742d2b2711c923f2a576124128994b89c9418e789fc
17,31fe5c18e2762b19aa1141f0571db4cc5625644ad720e2b71c8bbbb8cc825fe8
18,9a7ff7497a1b3e3076dde32b16b74a3789f5d983ba98d64793fce6d4ae6bb355
19,f908b8f226d68331c3177ac5113da1337492716ae12e710076db1d694e114eae
20,6b967c6ac5ecc97d542005693abfe1969991868c6d6c266db435e0133301610e
21,07bbf57fabfcfae95f19ec3c00752fc499f2f031c3f3f0562f1e993623661c5a
22,b22b7df61f84d8cb7ef83043580b390c22844ffe1a724613781d651a491f9e77
23,ed7624a3f30fb21a15554fc4f8ae71dda94753cc1d4de9e6ca9a367b1e1089b6
24,e6d15f544ea2621dcaecab1b183d1174190bb08ff6a0bcd8422a47f992c2656e
25,b63bb6e50d0871a7603b87444dda525b967028b57996e79a31abfca9056aedc2
26,9cbe5696730c08065d28a33ce7e3c32089be164319a381a97f9d62a3ee0e1aad
27,06a972c84366ae2b6d974f3b622d6022fb20b7842b0ca5fe66258687dc1bb130
28,6abeb53f8b013438fb9ac0a21c173b22bb30abe9c9fbe30ef2e9b9e919b8c9c4
29,7dc770da367547d40eca4d756f7e59390f6230a2babf9dc18d3b4de9e1890abc
30,17515f69fac3cdc977f0ba2837cb07b3d4c27ec39869a8537b9c04fb52d6b85b
31,93d9c42f57590cd764e9f7aa968ff5875efe71771fa28f1cd18ae7dfb45d505e
32,55e0222675208ba5ee88fa1a7084ef6c5234311f9ad626c5314c07b7c5498763
33,ef55fab0b0b5bb2835da1b41a4ef0ed02879cb1aa89c60ae51f2ac745622d474
